@relation 12168104L2_2-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F2-S4-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F3-S4-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F1-S3

@attribute status_pozyczki {zly,dobry}
@attribute kwota_kredytu numeric
@attribute wiek numeric
@attribute płeć {kobieta,mężczyzna}
@attribute rodzaj_źródła_dochodu numeric
@attribute miesieczny_dochod_netto numeric
@attribute ktore_rolowanie numeric
@attribute okres_w_jakim_pobierał_dochód numeric
@attribute okres_w_jakim_będzie_pobierał_dochód numeric
@attribute opóźnienie_spłaty numeric

@data
dobry,500,54,kobieta,16,1045.6,2,9,48,0
dobry,400,29,mężczyzna,11,1888.27,1,74,48,4
dobry,500,38,kobieta,11,2927,0,198,48,0
dobry,400,56,mężczyzna,11,1842.86,0,4,48,0
dobry,600,64,mężczyzna,13,3100,0,135,48,11
dobry,300,46,mężczyzna,13,1688.82,0,96,48,0
dobry,300,58,kobieta,13,1240,2,67,48,0
dobry,400,28,mężczyzna,12,900,2,15,20,8
dobry,300,43,kobieta,11,1400,2,22,48,0
dobry,200,74,kobieta,13,1026,2,244,48,0
dobry,281.29,53,kobieta,11,1700,2,202,48,1
dobry,300,60,mężczyzna,11,3000,2,209,48,1
dobry,300,46,kobieta,11,763,1,90,48,0
dobry,400,43,kobieta,99,645.31,0,7,11,1
dobry,300,70,kobieta,13,729.03,2,254,48,0
dobry,400,61,kobieta,13,1090.14,1,72,48,0
dobry,600,61,mężczyzna,11,2458,0,144,48,0
dobry,200,62,kobieta,13,714,2,219,48,0
dobry,200,63,kobieta,16,1389,1,88,48,0
dobry,381.29,70,kobieta,13,1291.18,2,76,48,0
dobry,400,44,mężczyzna,12,1952.35,1,1,11,0
zly,300,58,mężczyzna,17,607.95,0,210,48,0
dobry,900,59,kobieta,13,1370,1,73,48,0
zly,300,65,kobieta,13,665.92,2,122,48,300
zly,300,26,mężczyzna,11,1226,0,2,48,0
dobry,400,61,kobieta,13,1170,0,75,48,0
dobry,400,56,kobieta,11,1187.06,1,130,48,2
dobry,400,50,kobieta,17,990,2,69,48,0
dobry,500,53,mężczyzna,11,2080,2,315,48,0
dobry,400,54,kobieta,12,1700,2,52,48,0
dobry,200,30,kobieta,11,1373.34,0,55,48,0
dobry,200,25,kobieta,17,1200,2,162,48,0
dobry,600,35,kobieta,11,2400,1,110,48,0
dobry,500,58,mężczyzna,17,1485,1,140,48,0
dobry,200,28,mężczyzna,12,1136.86,0,8,23,1
dobry,500,61,kobieta,13,1362,2,53,48,6
zly,500,49,mężczyzna,11,3250,1,2,48,1701
dobry,500,67,mężczyzna,16,1600,0,9,48,0
zly,300,54,mężczyzna,16,730,0,113,48,0
dobry,426.61,49,kobieta,11,2470,2,351,48,0
zly,400,52,kobieta,12,1040,2,14,19,1701
dobry,400,64,kobieta,13,1015,2,106,48,4
zly,700,35,kobieta,11,1557.5,0,182,48,0
dobry,200,68,kobieta,13,1017,2,158,48,0
dobry,350,56,kobieta,17,547.89,1,53,48,13
dobry,600,39,kobieta,11,1800,1,48,48,11
dobry,800,33,kobieta,11,2050,0,26,48,5
dobry,200,66,kobieta,13,910,2,66,48,1
dobry,200,43,mężczyzna,11,2284.23,0,296,48,0
dobry,400,50,kobieta,11,1577.42,2,202,48,11
zly,600,31,kobieta,12,855,2,41,48,1701
dobry,600,33,kobieta,12,1540,1,36,39,5
dobry,575.74,32,mężczyzna,11,2050,2,115,48,1
dobry,400,54,kobieta,11,2368.57,0,407,48,0
zly,300,20,kobieta,17,540.62,0,28,48,0
zly,1000,63,kobieta,13,1875.17,0,96,48,0
dobry,500,50,kobieta,11,4900,0,8,48,0
dobry,300,73,mężczyzna,13,1457,1,76,48,3
dobry,200,66,kobieta,13,1216,2,138,48,0
dobry,400,61,kobieta,13,1280,2,14,48,0
zly,400,41,kobieta,99,490.99,0,3,8,0
dobry,500,49,kobieta,11,1800,2,50,48,3
zly,800,64,mężczyzna,13,1798.71,0,132,48,0
zly,600,25,mężczyzna,11,1110,0,7,48,1700
dobry,670.73,63,kobieta,13,930,2,91,48,11
zly,500,33,mężczyzna,11,1500,1,99,48,1699
zly,400,33,mężczyzna,11,1033,1,33,48,303
dobry,500,61,kobieta,13,1160,1,75,48,3
dobry,300,58,kobieta,13,1244.77,2,36,48,4
dobry,200,72,kobieta,13,930,2,236,48,0
dobry,500,70,kobieta,13,1200,2,116,48,16
dobry,600,69,mężczyzna,13,2015.55,0,108,48,5
dobry,400,67,kobieta,13,1085,2,163,48,3
dobry,500,30,mężczyzna,11,2700,2,61,48,2
dobry,400,34,kobieta,11,980.11,2,42,48,10
zly,500,19,mężczyzna,12,1139.48,0,3,20,0
dobry,200,73,kobieta,13,866.46,2,192,48,0
dobry,700,58,kobieta,13,1872,2,32,48,2
dobry,600,51,mężczyzna,12,2673.17,2,109,48,5
dobry,400,59,kobieta,13,1400,1,51,48,0
dobry,500,36,kobieta,11,1700,1,194,48,5
zly,400,35,mężczyzna,11,2700,1,5,48,1699
dobry,500,58,mężczyzna,16,1770,2,86,48,0
dobry,500.8,35,kobieta,98,4000,2,15,48,2
dobry,1000,60,kobieta,11,2670,2,85,48,6
zly,250,73,mężczyzna,13,625.86,0,254,48,0
dobry,200,27,mężczyzna,17,728,2,97,48,2
zly,200,67,kobieta,13,757.1,0,195,48,0
dobry,200,64,kobieta,13,2113.24,1,58,48,0
dobry,300,52,kobieta,16,685,0,38,48,0
dobry,400,60,kobieta,11,1906.42,0,209,48,0
zly,281.29,57,mężczyzna,13,1561.87,1,194,48,1697
dobry,200,53,kobieta,12,984.34,1,15,20,0
dobry,200,70,kobieta,13,907,0,231,48,0
dobry,385.97,54,kobieta,11,1721.7,2,117,48,0
dobry,300,59,mężczyzna,16,726,2,230,48,336
dobry,300,60,kobieta,13,936,2,28,48,0
dobry,500,56,mężczyzna,13,1900,2,147,48,0
dobry,400,57,kobieta,13,1817.24,0,15,48,0
zly,200,33,kobieta,98,520,0,26,48,0
zly,850,69,mężczyzna,16,1100,2,134,48,190
dobry,400,56,kobieta,11,1730.13,0,190,48,1
dobry,337.64,35,kobieta,11,2709.34,2,178,48,0
dobry,300,61,kobieta,13,1399.99,0,12,48,1
dobry,400,44,mężczyzna,12,1963.88,1,3,5,0
dobry,600,61,kobieta,13,1050,2,136,48,0
zly,520.7,24,mężczyzna,17,926,2,53,48,400
zly,356.68,24,mężczyzna,17,926,2,53,48,400
dobry,600,43,kobieta,11,1443,2,30,48,1
dobry,1000,61,kobieta,13,1820,2,66,48,0
dobry,1000,73,kobieta,13,2100,2,52,48,23
dobry,200,64,mężczyzna,16,650.77,0,45,48,3
zly,300,60,kobieta,13,784,1,36,48,1697
dobry,300,30,mężczyzna,11,1000,2,54,48,3
dobry,300,60,kobieta,13,1026,2,52,48,11
dobry,200,57,mężczyzna,11,1500,1,392,48,1
dobry,200,70,mężczyzna,13,1420,1,50,48,0
dobry,400,65,mężczyzna,13,1217,0,48,48,0
dobry,400,53,kobieta,16,1362,2,26,48,0
dobry,300,28,kobieta,11,901,1,37,48,0
dobry,400,69,mężczyzna,13,3181,0,48,48,0
zly,600,33,mężczyzna,11,1750,0,6,48,0
dobry,500,64,mężczyzna,13,1530,2,32,48,5
dobry,200,31,kobieta,12,980,2,7,10,1
zly,200,23,mężczyzna,16,540.62,0,62,48,0
dobry,300,44,mężczyzna,11,3217,0,267,48,0
dobry,700,65,mężczyzna,13,3040,2,198,48,0
dobry,200,56,kobieta,17,1100,0,24,33,0
dobry,200,51,kobieta,11,932.34,2,392,48,0
dobry,300,23,mężczyzna,11,1400,0,21,48,0
zly,200,61,kobieta,13,1229.15,0,84,48,0
dobry,450,68,mężczyzna,13,2000,2,42,48,1
dobry,200,55,kobieta,11,1077,2,180,48,0
dobry,300,70,kobieta,13,865,2,125,48,0
dobry,200,57,kobieta,11,983.97,0,75,48,0
dobry,300,45,kobieta,11,1344.9,1,43,48,4
dobry,400,60,kobieta,13,1107,0,12,48,0
dobry,200,48,kobieta,11,967.64,1,316,48,4
dobry,500,60,mężczyzna,11,2100,1,184,48,1
dobry,200,71,kobieta,13,722.05,1,194,48,0
dobry,300,46,kobieta,98,911,2,95,48,0
dobry,300,26,kobieta,12,1300,1,5,12,0
dobry,300,22,kobieta,12,1500,1,1,2,0
dobry,300,52,kobieta,11,1400,2,158,48,5
dobry,600,80,mężczyzna,13,2547,0,192,48,0
dobry,300,58,mężczyzna,16,1528,0,372,48,6
dobry,300,49,kobieta,11,992.84,2,118,48,0
dobry,600,59,kobieta,13,1400,2,243,48,0
dobry,250,70,kobieta,13,1294,0,120,48,0
dobry,200,53,kobieta,99,1100,1,48,48,0
dobry,800,54,mężczyzna,13,2800,1,147,48,0
dobry,300,75,mężczyzna,13,1150,0,135,48,28
dobry,300,63,mężczyzna,13,2040,1,141,48,14
dobry,400,65,kobieta,13,1125,0,122,48,0
dobry,300,73,mężczyzna,13,960,2,137,48,7
dobry,300,64,mężczyzna,13,1374.08,0,69,48,1
dobry,662.69,30,mężczyzna,11,2837,0,123,48,21
dobry,400,65,kobieta,13,1175,0,112,48,0
dobry,300,55,kobieta,16,1072.89,2,119,48,0
dobry,300,49,mężczyzna,12,1042,1,2,2,12
dobry,200,37,kobieta,12,1382,1,18,23,0
dobry,200,41,kobieta,11,1037.34,2,59,48,0
dobry,200,78,kobieta,13,1239.98,0,252,48,0
dobry,400,47,kobieta,98,2200,2,22,48,0
dobry,396.61,61,mężczyzna,13,1500,2,20,48,1
zly,600,36,mężczyzna,11,2002,0,61,48,0
dobry,300,57,kobieta,16,634.64,1,133,48,0
dobry,300,63,kobieta,13,1014,0,180,48,7
dobry,200,47,kobieta,11,1493.98,1,358,48,0
dobry,300,46,kobieta,12,1032,2,35,40,3
zly,380.59,40,kobieta,17,646,0,51,48,1693
dobry,820.86,42,mężczyzna,11,2100,1,281,48,334
zly,356.29,57,kobieta,13,782,0,189,48,209
dobry,800,56,kobieta,13,580,2,116,48,2
dobry,200,37,kobieta,12,599.03,1,16,18,5
zly,400,62,kobieta,13,634.64,0,254,48,0
zly,400,65,mężczyzna,13,889.38,0,5,48,0
zly,700,42,mężczyzna,12,5000,0,3,6,0
dobry,300,70,kobieta,13,1000,1,61,48,0
zly,450,76,kobieta,13,720.08,0,239,48,0
dobry,800,55,kobieta,13,3440,2,48,48,6
zly,200,41,kobieta,11,718.57,0,78,48,0
dobry,400,38,kobieta,11,800.51,1,17,48,13
zly,200,53,kobieta,11,1133.37,0,389,48,0
zly,500,38,kobieta,12,1520.01,0,26,48,0
dobry,499.98,35,mężczyzna,11,2200,2,82,48,18
dobry,600,49,kobieta,11,2500,1,230,48,0
dobry,600,29,mężczyzna,12,1300,2,24,41,6
dobry,300,54,mężczyzna,17,798.8,2,146,48,6
zly,500,50,mężczyzna,12,1038,0,30,47,0
zly,300,59,kobieta,16,799.4,0,126,48,0
dobry,400,65,mężczyzna,16,1473.04,1,162,48,3
zly,300,50,mężczyzna,12,670.8,0,3,8,0
dobry,500,61,mężczyzna,11,1250,2,62,48,14
dobry,300,62,kobieta,13,750,0,28,48,0
dobry,300,66,mężczyzna,13,2110,2,98,48,0
zly,400,59,kobieta,13,930,1,29,48,436
zly,231.22,52,mężczyzna,12,1000,2,9,39,437
dobry,300,59,kobieta,13,1658,2,26,48,1
dobry,200,53,kobieta,16,749.28,2,62,48,2
dobry,250,70,kobieta,13,1016,0,186,48,0
dobry,600,51,kobieta,11,3200,2,51,48,1
dobry,500,32,kobieta,11,3100,2,118,48,0
dobry,400,37,kobieta,11,2700,2,118,48,0
dobry,393.99,59,mężczyzna,11,2947,2,50,48,3
zly,300,24,mężczyzna,12,1027.22,0,1,3,0
dobry,300,33,mężczyzna,11,2100,2,61,48,9
dobry,400,68,kobieta,16,980,2,128,48,1
zly,400,42,kobieta,11,960,0,4,48,0
dobry,412.72,33,kobieta,11,1400,1,98,48,9
dobry,694,38,kobieta,11,1900,2,205,48,3
zly,200,37,mężczyzna,12,950,1,4,15,1690
dobry,328,60,mężczyzna,12,1000,2,9,10,4
dobry,328.32,50,kobieta,12,1000,2,29,29,4
dobry,500,62,kobieta,13,1900,2,85,48,1
dobry,600,56,mężczyzna,11,3335,2,430,48,2
dobry,377.69,40,kobieta,11,1087,1,235,48,5
zly,300,51,mężczyzna,16,639.31,0,246,48,0
dobry,700,61,kobieta,13,2066,2,126,48,1
dobry,253.12,61,kobieta,13,975,2,24,48,3
zly,1000,38,mężczyzna,11,2424.72,0,64,48,0
zly,500,53,mężczyzna,11,2094.17,0,238,48,0
zly,1000,54,kobieta,11,2575.31,0,190,48,0
dobry,500,61,mężczyzna,11,2250.05,0,173,48,1
dobry,300,65,mężczyzna,12,1100,2,19,35,1
dobry,700,61,kobieta,13,1977,0,52,48,3
zly,200,41,kobieta,11,993.48,0,162,48,0
dobry,200,68,kobieta,13,1134.96,2,159,48,16
dobry,200,63,mężczyzna,13,1287.66,1,94,48,2
dobry,200,63,mężczyzna,13,1538,2,98,48,3
dobry,300,71,mężczyzna,13,1426,2,75,48,0
zly,200,59,mężczyzna,12,1200,0,0,23,0
dobry,300,56,kobieta,98,980,1,7,48,1
dobry,300,45,mężczyzna,12,670,2,7,11,0
dobry,500,43,mężczyzna,98,3178,2,199,48,2
dobry,517.26,58,kobieta,13,1801.41,2,35,48,10
dobry,1100,42,mężczyzna,11,2875.71,2,275,48,6
zly,300,39,kobieta,12,1030,0,18,23,0
dobry,200,74,kobieta,13,1026,2,245,48,1
dobry,200,71,kobieta,13,1185.33,2,222,48,0
dobry,900,33,kobieta,11,2200,0,35,48,0
dobry,200,74,mężczyzna,13,957.2,1,195,48,264
dobry,336.83,67,kobieta,13,815,1,142,48,0
dobry,400,64,kobieta,13,840,0,111,48,0
zly,300,63,kobieta,13,933.05,0,83,48,0
zly,1000,59,kobieta,16,1820,0,23,48,0
dobry,285.97,38,kobieta,98,1200,2,43,48,2
dobry,200,31,kobieta,12,1032.34,2,2,11,0
zly,1000,30,mężczyzna,11,1510.08,0,14,48,0
dobry,300,39,kobieta,12,1027,2,6,48,5
dobry,277.34,39,kobieta,11,1770,2,84,48,1
dobry,800,62,kobieta,13,3700,2,24,48,0
zly,200,24,mężczyzna,11,1032,0,24,48,0
dobry,400,42,mężczyzna,11,3500,2,25,48,139
dobry,200,54,kobieta,11,1400,2,114,48,1
dobry,300,46,kobieta,11,763,2,91,48,1
dobry,200,58,kobieta,13,1083.23,0,95,48,1
dobry,500,62,mężczyzna,13,1272,1,14,48,270
dobry,250,62,mężczyzna,99,685,2,3,3,4
dobry,200,78,mężczyzna,13,1519,0,251,48,0
dobry,200,68,kobieta,13,803.86,2,155,48,1
zly,800,31,mężczyzna,12,1743,0,11,16,0
zly,500,63,mężczyzna,12,961,0,75,48,0
dobry,400,63,mężczyzna,13,1193.65,1,7,48,1
dobry,200,46,mężczyzna,11,1566.82,0,347,48,0
zly,500,25,mężczyzna,12,1032.34,0,14,31,0
dobry,200,66,kobieta,13,1031,0,119,48,0
dobry,400,60,kobieta,13,1149.06,1,159,48,47
dobry,400,73,kobieta,13,1412,2,201,48,19
dobry,381.29,66,mężczyzna,13,1591,2,74,48,12
dobry,200,64,kobieta,16,755.1,1,132,48,12
dobry,327,52,kobieta,11,2065.98,2,176,48,7
dobry,300,28,mężczyzna,12,1400,1,7,23,5
dobry,800,35,mężczyzna,12,1500,0,30,35,0
dobry,789.27,63,kobieta,13,860,2,77,48,11
zly,300,52,kobieta,11,1079,0,175,48,0
dobry,400,54,kobieta,11,2800,2,57,48,3
dobry,200,79,kobieta,13,1167.94,0,367,48,0
dobry,700,72,mężczyzna,13,2802,2,245,48,307
dobry,200,50,mężczyzna,16,1045,1,197,48,0
zly,500,58,mężczyzna,17,1485,2,141,48,1685
zly,200,24,mężczyzna,12,1035,0,1,2,0
dobry,300,39,mężczyzna,11,1300,2,43,48,0
zly,800,43,kobieta,12,1792,0,155,48,0
dobry,200,62,mężczyzna,13,1162,2,219,48,2
dobry,300,67,kobieta,13,1094,1,182,48,4
dobry,200,60,kobieta,13,1635,2,117,48,0
zly,1000,41,mężczyzna,98,30000,0,72,48,0
zly,300,39,kobieta,11,1033.52,0,75,48,0
dobry,300,63,kobieta,13,917,0,74,48,0
dobry,600,68,kobieta,13,2120,2,116,48,3
dobry,200,62,kobieta,13,985.9,0,88,48,292
dobry,400,62,mężczyzna,16,1313.41,2,25,48,0
dobry,400,63,kobieta,13,1233,1,121,48,0
dobry,300,65,mężczyzna,13,1611,0,139,48,3
dobry,200,57,mężczyzna,13,819,0,55,48,0
dobry,500,62,kobieta,13,714,3,220,48,1
dobry,500,45,kobieta,11,3000,2,91,48,0
zly,470.41,66,kobieta,13,919,2,139,48,430
dobry,600,41,kobieta,98,5000,1,82,48,7
dobry,250,40,mężczyzna,12,700,2,7,23,8
dobry,500,73,kobieta,13,951,2,160,48,1
dobry,400,65,kobieta,13,1013.74,2,111,48,1
dobry,400,58,kobieta,11,1500,1,83,48,1
zly,200,58,kobieta,13,1145.25,0,21,48,0
zly,300,38,kobieta,11,1200,2,188,48,1683
dobry,521.49,62,kobieta,13,1525.46,2,34,48,0
dobry,700,61,kobieta,13,5100,2,26,48,0
dobry,200,24,mężczyzna,11,2327.94,0,32,48,0
dobry,241.15,54,mężczyzna,12,1030,2,6,24,5
dobry,600,46,mężczyzna,11,2000,0,49,48,0
dobry,900,55,kobieta,16,2300,3,60,48,0
zly,400,48,kobieta,11,1796,0,311,48,0
dobry,400,40,kobieta,12,660,2,9,37,3
dobry,300,55,kobieta,12,1009.34,1,27,48,2
dobry,200,51,mężczyzna,12,1030,2,7,48,11
dobry,400,56,mężczyzna,12,1600,0,32,48,0
dobry,400,60,kobieta,13,1425,0,77,48,1
dobry,281.29,55,kobieta,12,1350,2,20,24,1
dobry,200,24,mężczyzna,12,1000,3,9,24,8
dobry,600,54,kobieta,12,1675,2,7,11,2
zly,500,66,kobieta,13,717.96,0,79,48,0
dobry,700,28,mężczyzna,12,1800,2,8,8,0
zly,300,20,mężczyzna,12,1227,0,0,12,0
dobry,200,64,kobieta,13,856,2,55,48,1
dobry,300,39,mężczyzna,11,2700,1,7,48,0
zly,300,66,mężczyzna,13,1300,1,76,48,345
dobry,400,61,kobieta,13,1684,2,17,48,1
dobry,200,57,mężczyzna,11,1800,0,158,48,0
dobry,498.47,31,kobieta,12,1600,2,12,12,1
dobry,200,75,kobieta,13,616,2,244,48,1
zly,300,67,mężczyzna,12,900,0,5,7,0
dobry,200,61,kobieta,13,984,1,8,48,0
zly,700,65,kobieta,13,1650,0,126,48,0
dobry,275.97,41,kobieta,11,1000,2,59,48,8
zly,400,46,mężczyzna,11,2324,0,42,48,0
dobry,445.67,47,mężczyzna,12,1574.45,1,29,35,1
dobry,300,54,mężczyzna,11,1700,2,37,48,4
dobry,600,47,kobieta,12,830.46,1,43,48,1
dobry,200,58,kobieta,16,634,1,49,48,0
dobry,200,75,kobieta,13,1160,0,209,48,0
dobry,200,58,kobieta,13,1500,2,44,48,0
zly,250,64,mężczyzna,16,633.56,2,109,48,1680
dobry,200,73,mężczyzna,13,910.33,2,161,48,8
zly,500,49,kobieta,11,2139,0,83,48,0
zly,400,41,kobieta,11,1433,0,158,48,0
dobry,227.13,53,kobieta,12,2000,2,7,25,2
dobry,200,57,kobieta,16,703,2,23,48,1
dobry,900,58,kobieta,17,684,2,187,48,1
zly,300,22,mężczyzna,12,1200,0,2,23,0
zly,400,37,mężczyzna,99,761,0,0,12,0
dobry,500,72,kobieta,13,640,0,136,48,1
zly,1000,60,mężczyzna,13,3519,0,107,48,0
dobry,200,75,kobieta,13,965,2,243,48,1
dobry,1569.98,48,mężczyzna,11,2353,2,97,48,8
dobry,200,65,kobieta,13,802.83,2,199,48,4
dobry,400,66,kobieta,13,1137.19,2,94,48,0
dobry,800,60,mężczyzna,11,1000,2,61,48,3
dobry,1000,80,kobieta,13,2421.55,2,243,48,13
dobry,1000,57,mężczyzna,13,3600,1,84,48,1
dobry,350,64,mężczyzna,13,1601.87,1,43,48,10
dobry,300,77,kobieta,13,1239,2,268,48,1
zly,900,39,mężczyzna,11,2215,0,203,48,0
dobry,200,59,kobieta,13,1100,1,41,48,0
zly,500,40,kobieta,11,950,0,177,48,0
dobry,400,40,mężczyzna,11,1261.98,2,34,48,0
zly,300,73,kobieta,16,1138.01,0,4,48,1679
dobry,350,61,mężczyzna,16,837,1,229,48,0
dobry,200,46,kobieta,12,990.34,1,53,48,0
dobry,800,65,kobieta,13,930,3,128,48,0
dobry,400,47,kobieta,11,3170,2,283,48,0
dobry,400,47,mężczyzna,12,600,3,7,27,1
dobry,300,26,mężczyzna,11,1459,0,7,48,5
dobry,300,62,kobieta,13,1130,2,101,48,3
zly,200,52,kobieta,16,906.07,0,10,48,263
dobry,300,25,mężczyzna,12,1400,1,10,32,1
dobry,300,45,mężczyzna,11,2100,1,48,48,1
dobry,235.97,66,kobieta,13,1428.55,2,135,48,0
dobry,500,53,kobieta,16,655,2,29,48,152
dobry,300,33,mężczyzna,11,1800,2,163,48,1
dobry,400,62,kobieta,13,1474.55,1,63,48,0
dobry,200,52,kobieta,11,1617.68,1,83,48,5
zly,500,63,mężczyzna,13,1768.93,2,267,48,1679
dobry,200,49,mężczyzna,11,1400,2,12,48,1
dobry,900,47,kobieta,11,5800,2,52,48,0
zly,200,43,mężczyzna,12,1440,0,3,11,0
dobry,265.58,62,kobieta,13,1189,2,67,48,0
dobry,400,56,kobieta,11,1172.2,2,35,48,2
dobry,500,63,kobieta,16,1340,2,159,48,6
dobry,200,62,mężczyzna,13,1672.59,1,20,48,0
dobry,350,53,kobieta,17,1031,1,49,48,6
dobry,500,60,kobieta,13,1000,2,65,48,2
zly,200,67,kobieta,16,931.37,0,209,48,0
dobry,400,57,kobieta,13,1817.24,1,16,48,0
dobry,900,58,mężczyzna,11,1510,2,163,48,151
zly,1000,45,kobieta,12,1000,0,51,48,0
zly,500,34,kobieta,12,1033,0,1,1,0
zly,250,32,kobieta,12,1200,0,3,9,0
dobry,300,61,kobieta,13,997,2,77,48,0
dobry,500,60,kobieta,13,1212,2,51,48,0
dobry,300,57,kobieta,11,1680,2,383,48,2
dobry,200,67,kobieta,13,720.19,0,91,48,0
dobry,1283.66,52,kobieta,11,1638,0,312,48,17
dobry,600,47,kobieta,11,1700,2,87,48,2
dobry,200,79,kobieta,13,1442.43,3,139,48,0
dobry,600,58,kobieta,11,1400,2,161,48,188
dobry,600,49,kobieta,11,2800,2,316,48,3
dobry,369.53,72,kobieta,13,3541.9,0,125,48,2
dobry,500,27,kobieta,11,2100,1,20,48,0
dobry,600,32,kobieta,11,1290,2,17,48,2
dobry,300,39,mężczyzna,12,1884.29,0,18,23,0
dobry,200,72,kobieta,13,730,1,558,48,0
zly,500,43,kobieta,11,1542.33,0,276,48,0
dobry,400,43,mężczyzna,11,2284.23,0,297,48,0
dobry,200,69,kobieta,16,959.6,2,113,48,0
dobry,200,29,mężczyzna,99,1393.85,1,2,3,1
dobry,717.26,64,mężczyzna,13,2010,1,135,48,1
dobry,200,57,mężczyzna,13,12220,1,69,48,1
zly,1000,43,mężczyzna,11,2700,0,143,48,0
dobry,500,65,kobieta,16,892,1,198,48,0
dobry,200,46,mężczyzna,11,1360,3,117,48,0
dobry,295.97,52,kobieta,12,1050,1,31,36,0
dobry,300,35,kobieta,12,1200,2,6,14,0
dobry,300,65,kobieta,13,1210,1,136,48,26
dobry,700,52,mężczyzna,11,3200,2,187,48,0
dobry,450,54,kobieta,16,1045.6,3,10,48,0
dobry,300,65,kobieta,13,1350,1,109,48,3
zly,600,48,mężczyzna,11,1800,2,124,48,1676
zly,300,35,kobieta,12,1200,0,0,24,0
dobry,500,57,kobieta,11,2249.14,2,239,48,18
dobry,200,72,kobieta,13,785,2,62,48,0
dobry,300,46,mężczyzna,13,1688.82,1,97,48,2
dobry,300,23,mężczyzna,11,1400,0,22,48,0
dobry,400,53,mężczyzna,11,4000,3,8,48,1
dobry,300,30,mężczyzna,12,1037.34,1,18,23,0
dobry,300,19,mężczyzna,99,750,2,2,5,0
dobry,300,57,kobieta,13,611,1,137,48,1
dobry,700,75,mężczyzna,13,2098,2,195,48,0
zly,500,22,mężczyzna,11,1585,0,2,48,0
dobry,500,72,mężczyzna,13,1700,2,12,48,2
zly,300,69,mężczyzna,13,940,2,51,48,1676
dobry,500,51,kobieta,11,1700,2,303,48,4
zly,800,30,kobieta,12,1600,0,72,48,0
dobry,400,56,mężczyzna,11,1842.86,1,5,48,0
dobry,300,49,mężczyzna,13,3900,3,28,48,0
zly,200,58,mężczyzna,16,461.6,0,378,48,0
dobry,426.61,49,kobieta,11,2470,3,352,48,0
dobry,500,53,mężczyzna,11,1320,2,340,48,0
dobry,400,39,kobieta,11,1239.05,0,202,48,7
dobry,400,64,mężczyzna,13,1261.6,2,51,48,368
dobry,700,37,mężczyzna,12,3000,0,5,10,34
dobry,300,58,kobieta,13,1240,3,68,48,0
dobry,500,60,kobieta,13,936,0,29,48,0
dobry,200,74,kobieta,13,1026,3,245,48,0
dobry,400,44,mężczyzna,12,1952.35,2,2,11,0
dobry,300,43,kobieta,11,1400,3,23,48,4
dobry,1800,72,mężczyzna,13,2612,1,79,48,0
dobry,400,61,kobieta,13,1170,1,76,48,0
dobry,300,48,kobieta,11,1077.49,2,369,48,0
zly,600,27,mężczyzna,12,2187.11,0,30,35,0
dobry,496.61,38,kobieta,11,2927,1,199,48,0
dobry,800,57,mężczyzna,12,2500,1,2,3,1
dobry,200,20,mężczyzna,17,985,3,11,11,0
dobry,1000,42,mężczyzna,11,2258,3,73,48,0
dobry,400,61,kobieta,13,1090.14,2,73,48,0
dobry,649.84,57,kobieta,11,1680,3,68,48,0
dobry,238.78,53,kobieta,11,1700,3,203,48,0
dobry,500,69,kobieta,13,1072,3,151,48,5
dobry,300,70,kobieta,13,729.03,3,255,48,0
zly,500,69,kobieta,16,1124,0,135,48,0
dobry,200,63,kobieta,16,1389,2,89,48,0
dobry,381.29,70,kobieta,13,1291.18,3,77,48,0
dobry,200,57,mężczyzna,16,763.38,2,209,48,0
dobry,900,59,kobieta,13,1370,2,74,48,11
zly,900,19,mężczyzna,12,1700,0,4,12,0
dobry,500,53,mężczyzna,11,2080,3,316,48,15
dobry,1500,57,mężczyzna,98,3000,0,67,48,6
dobry,300,60,mężczyzna,11,3000,3,210,48,0
dobry,200,30,kobieta,11,1373.34,0,56,48,0
dobry,200,25,kobieta,17,1200,3,163,48,1
dobry,300,52,kobieta,16,685,1,39,48,0
dobry,400,66,kobieta,13,850,2,65,48,1
dobry,400,54,kobieta,12,1700,3,53,48,0
dobry,500,50,kobieta,17,990,3,70,48,13
dobry,600,35,kobieta,11,2400,2,111,48,6
zly,296.54,34,mężczyzna,12,1030,0,3,23,1671
dobry,903.23,36,kobieta,11,1900,2,177,48,3
dobry,500,67,mężczyzna,16,1600,1,10,48,0
dobry,500,29,kobieta,12,1447,3,19,23,4
dobry,300,60,kobieta,13,810,3,31,48,4
dobry,400,54,kobieta,11,2368.57,1,408,48,6
dobry,378,27,kobieta,11,1500,0,22,48,9
dobry,300,45,mężczyzna,12,1375.47,0,4,8,0
dobry,500,50,kobieta,11,4900,1,9,48,0
dobry,200,68,kobieta,13,1017,3,159,48,0
dobry,600,55,mężczyzna,16,588,3,420,48,0
zly,200,28,mężczyzna,12,1136.86,1,9,23,1671
dobry,200,66,kobieta,13,910,3,67,48,0
zly,200,29,kobieta,98,600,0,3,48,0
dobry,300,22,kobieta,12,1634,1,10,10,3
dobry,900,47,mężczyzna,11,2500,2,202,48,11
zly,200,78,kobieta,16,1076.83,0,135,48,0
dobry,200,66,kobieta,13,1216,3,139,48,0
